"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","GeneAnno"
"chr7-29288654-29289886",1.00948438916123e-10,1.32196553558029,0.122,0.053,1.65913806780594e-05,"cDC1","chr7-29288654-29289886","CHN2"
"chr12-79689208-79691616",2.89164203424084e-17,1.31863133376025,0.205,0.091,4.75255826537654e-12,"cDC1","chr12-79689208-79691616","PAWR"
"chr11-79482773-79483212",5.55795333382333e-09,1.31165423986348,0.102,0.045,0.000913477420180534,"cDC1","chr11-79482773-79483212","TENM4"
"chr2-159201093-159202355",4.18877408881065e-09,1.2996057081782,0.111,0.048,0.000688445965366474,"cDC1","chr2-159201093-159202355","TANC1"
"chr12-103697867-103699673",3.59358281962251e-10,1.29814248674598,0.131,0.054,5.90623304319058e-05,"cDC1","chr12-103697867-103699673","STAB2"
"chr16-23669851-23670557",2.42375955602657e-11,1.2961480472723,0.129,0.058,3.98357001830747e-06,"cDC1","chr16-23669851-23670557","DCTN5"
"chr5-10355042-10355447",3.33817504269171e-11,1.29267165412967,0.138,0.06,5.48645759141596e-06,"cDC1","chr5-10355042-10355447","MARCH6"
"chr14-92322626-92324759",6.01083731484645e-10,1.29228856139267,0.122,0.054,9.87911166881588e-05,"cDC1","chr14-92322626-92324759","SLC24A4"
"chr8-29998329-29999720",5.12270989010467e-09,1.29020509612111,0.107,0.049,0.000841942983988154,"cDC1","chr8-29998329-29999720","FAM183CP"
"chr10-78610801-78612016",1.2481583740189e-11,1.28995182872213,0.145,0.064,2.05141069561876e-06,"cDC1","chr10-78610801-78612016","RP11-90J7.3"
"chr12-96350960-96351385",1.51688912734699e-08,1.28962273590217,0.1,0.042,0.00249308312525115,"cDC1","chr12-96350960-96351385","CDK17"
"chr11-134024405-134025137",9.10440729522329e-09,1.28334090923666,0.107,0.046,0.00149635486100642,"cDC1","chr11-134024405-134025137","RP11-713P17.5"
"chr2-127410769-127411320",2.0508374550224e-10,1.27724401882923,0.131,0.057,3.37065389920207e-05,"cDC1","chr2-127410769-127411320","PROC"
"chr7-23410251-23410976",7.1615160133368e-09,1.27381723585843,0.105,0.045,0.00117703096437197,"cDC1","chr7-23410251-23410976","IGF2BP3"
"chr1-155499287-155500641",5.1339952224717e-10,1.26718303748802,0.122,0.054,8.43797784789336e-05,"cDC1","chr1-155499287-155500641","ASH1L"
"chr6-12962673-12963680",2.73440312715792e-09,1.25581239570295,0.114,0.052,0.000449412825964039,"cDC1","chr6-12962673-12963680","PHACTR1"
"chr7-75534637-75535478",9.57184542921589e-11,1.25489459532234,0.131,0.061,1.57318065551878e-05,"cDC1","chr7-75534637-75535478","HIP1"
"chr7-148711239-148712057",1.88945886988834e-08,1.24442571891971,0.105,0.046,0.00310542012560499,"cDC1","chr7-148711239-148712057","CUL1"
"chr12-32134055-32134937",1.8250752837514e-09,1.24072800611079,0.107,0.048,0.000299960248260962,"cDC1","chr12-32134055-32134937","BICD1"
"chr14-55819485-55820210",2.33324557134957e-10,1.23611054737311,0.134,0.059,3.83480575879158e-05,"cDC1","chr14-55819485-55820210","LINC00520"
"chr2-156395995-156396492",1.20815485177012e-09,1.23346463359099,0.125,0.057,0.000198566290662679,"cDC1","chr2-156395995-156396492","GPD2"
"chr12-49364951-49365338",1.74436030488977e-08,1.22546080954683,0.109,0.049,0.00286694337910159,"cDC1","chr12-49364951-49365338","SPATS2"
"chr3-49523701-49524495",8.99336108972298e-09,1.22529788313456,0.111,0.05,0.00147810386190142,"cDC1","chr3-49523701-49524495","DAG1"
"chr11-123069755-123070810",3.20619409682594e-08,1.22517861736111,0.105,0.046,0.00526954030783828,"cDC1","chr11-123069755-123070810","CLMP"
"chr16-80996923-80998552",2.92120277684912e-08,1.21818594323359,0.105,0.047,0.00480114282389038,"cDC1","chr16-80996923-80998552","CMC2"
"chr2-8472559-8473000",2.35249574745844e-08,1.21672454306306,0.109,0.05,0.00386644438573532,"cDC1","chr2-8472559-8473000","AC011747.3"
"chr16-10242362-10243393",2.32265317348654e-10,1.21358768230198,0.134,0.063,3.8173966232838e-05,"cDC1","chr16-10242362-10243393","GRIN2A"
"chr11-69640535-69641301",9.37425244724924e-09,1.21247672376801,0.111,0.052,0.00154070526096765,"cDC1","chr11-69640535-69641301","CCND1"
"chr13-99354340-99354855",1.08510396949784e-09,1.21235291431317,0.127,0.061,0.000178342262906817,"cDC1","chr13-99354340-99354855","UBAC2"
"chr8-127365809-127366867",4.8793402806311e-08,1.21101499400366,0.109,0.05,0.00801943971823124,"cDC1","chr8-127365809-127366867","CASC21"
"chr7-50317170-50318477",5.7920336009167e-09,1.21000519921365,0.105,0.05,0.000951949682478665,"cDC1","chr7-50317170-50318477","IKZF1"
"chr5-133240390-133241544",1.17930190658384e-11,1.20746447292966,0.165,0.073,1.93824164856587e-06,"cDC1","chr5-133240390-133241544","FSTL4"
"chr4-73718497-73719356",6.65271954581831e-10,1.205966543587,0.125,0.059,0.000109340772095297,"cDC1","chr4-73718497-73719356","AC112518.3"
"chr10-91893741-91894758",7.28489163091738e-09,1.2021858850019,0.111,0.052,0.00119730836399943,"cDC1","chr10-91893741-91894758","FGFBP3"
"chr2-111633559-111634680",7.58251078098239e-08,1.19657961115007,0.1,0.047,0.0124622355940836,"cDC1","chr2-111633559-111634680","RP11-68E19.2"
"chr14-92785507-92786396",9.25510470005938e-10,1.19249865366471,0.143,0.066,0.000152112273297826,"cDC1","chr14-92785507-92786396","GOLGA5"
"chr7-156780545-156781320",9.81698485588973e-08,1.19043213409573,0.102,0.047,0.0161347054598976,"cDC1","chr7-156780545-156781320","LMBR1"
"chr19-919301-921055",2.80379843745464e-20,1.18919155302387,0.276,0.136,4.60818292187857e-15,"cDC1","chr19-919301-921055","KISS1R"
"chr16-85954967-85956424",3.11093340307927e-08,1.18747977657677,0.107,0.051,0.00511297459463093,"cDC1","chr16-85954967-85956424","RP11-542M13.3"
"chr16-81797389-81797890",3.77035071579056e-08,1.18380666774007,0.109,0.048,0.00619675991893758,"cDC1","chr16-81797389-81797890","PLCG2"
"chr11-57368194-57369455",1.15493505779714e-08,1.17992604986396,0.114,0.054,0.00189819351424249,"cDC1","chr11-57368194-57369455","P2RX3"
"chr17-27471540-27472589",2.54691605879649e-17,1.17795804801203,0.245,0.121,4.18598388843497e-12,"cDC1","chr17-27471540-27472589","KSR1"
"chr8-38864275-38866171",3.88600592537132e-11,1.176500446222,0.16,0.075,6.38684503864403e-06,"cDC1","chr8-38864275-38866171","TACC1"
"chr16-6827039-6827710",1.90210448818784e-07,1.17460551225725,0.105,0.05,0.0312620383156113,"cDC1","chr16-6827039-6827710","RBFOX1"
"chr2-8475010-8475869",1.02885411414066e-18,1.17336230252504,0.261,0.129,1.69097317929589e-13,"cDC1","chr2-8475010-8475869","AC011747.3"
"chr4-10006068-10007566",1.17559051480915e-09,1.16789374376469,0.143,0.067,0.000193214179061458,"cDC1","chr4-10006068-10007566","SLC2A9"
"chr2-95539077-95540328",1.71441089357777e-08,1.1645971297147,0.122,0.057,0.00281772002413975,"cDC1","chr2-95539077-95540328","RP11-440D17.4"
"chr7-90567932-90568612",1.59470224542999e-07,1.16211017940656,0.1,0.046,0.0262097287547646,"cDC1","chr7-90567932-90568612","CDK14"
"chr10-71835932-71836946",3.94931934676673e-08,1.16178179305058,0.107,0.053,0.00649090381237846,"cDC1","chr10-71835932-71836946","PSAP"
"chr17-79340180-79341494",5.76220736245684e-11,1.15780674232368,0.16,0.076,9.47047591056594e-06,"cDC1","chr17-79340180-79341494","RBFOX3"
"chr8-144877968-144879532",1.66840532777448e-21,1.15311203075305,0.312,0.158,2.74210757646374e-16,"cDC1","chr8-144877968-144879532","ZNF250"
"chr1-234398639-234399343",5.02207534315018e-12,1.1501870034664,0.165,0.082,8.25403193023447e-07,"cDC1","chr1-234398639-234399343","TARBP1"
"chr3-9205391-9206572",3.94304283645412e-09,1.14825632343113,0.125,0.059,0.000648058805385418,"cDC1","chr3-9205391-9206572","SRGAP3"
"chr20-44866549-44867882",1.75387500966957e-10,1.14724831026338,0.138,0.069,2.88258127214242e-05,"cDC1","chr20-44866549-44867882","YWHAB"
"chr6-160986535-160987257",4.77344952370083e-09,1.14697023630437,0.129,0.063,0.00078454029646785,"cDC1","chr6-160986535-160987257","MAP3K4"
"chr9-121253612-121254523",1.22773790932497e-08,1.14663820931701,0.118,0.057,0.00201784864087106,"cDC1","chr9-121253612-121254523","GSN"
"chr21-35342309-35343787",7.80229990393744e-12,1.13888616669994,0.169,0.086,1.28234700071164e-06,"cDC1","chr21-35342309-35343787","RUNX1"
"chr8-143549385-143549657",2.92683520541191e-07,1.13730778032414,0.1,0.048,0.0481040000185474,"cDC1","chr8-143549385-143549657","GSDMD"
"chr6-2939924-2940858",5.35451785418807e-15,1.13407323994074,0.236,0.114,8.80041781925081e-10,"cDC1","chr6-2939924-2940858","SERPINB6"
"chr2-28995821-28996226",1.35898918939436e-07,1.13338284712129,0.109,0.052,0.0223356668222909,"cDC1","chr2-28995821-28996226","FAM179A"
"chr18-49048118-49048957",3.20734417795312e-10,1.13074821955468,0.154,0.076,5.27143052367485e-05,"cDC1","chr18-49048118-49048957","DYM"
"chr7-29248246-29249220",1.1845870755392e-07,1.12458479964357,0.1,0.048,0.0194692808800245,"cDC1","chr7-29248246-29249220","CHN2"
"chr15-67100687-67101561",9.08709179029537e-17,1.12175004883989,0.254,0.132,1.493508971194e-11,"cDC1","chr15-67100687-67101561","SMAD3"
"chr3-168248773-168250768",1.25687599812422e-07,1.12117756793165,0.102,0.05,0.0206573854671706,"cDC1","chr3-168248773-168250768","RP11-637O11.2"
"chr12-53313750-53314405",9.96520165497159e-10,1.11727622954494,0.147,0.072,0.000163783071800285,"cDC1","chr12-53313750-53314405","AAAS"
"chr9-93107794-93108561",4.72323561644137e-10,1.11482198181203,0.145,0.074,7.76287389740221e-05,"cDC1","chr9-93107794-93108561","CARD19"
"chr3-141852893-141854095",8.88594108895359e-09,1.11245779908575,0.12,0.062,0.00146044884767497,"cDC1","chr3-141852893-141854095","ATP1B3"
"chr22-36232417-36233931",7.38955170194802e-13,1.11168361520951,0.189,0.096,1.21450976997367e-07,"cDC1","chr22-36232417-36233931","APOL2"
"chr8-51869957-51871466",9.91148136131873e-12,1.1001147041406,0.18,0.092,1.62900151913954e-06,"cDC1","chr8-51869957-51871466","PCMTD1"
"chr1-206005762-206006210",1.16773223624487e-07,1.09842975263026,0.111,0.057,0.0191922631688026,"cDC1","chr1-206005762-206006210","RAB7B"
"chr20-46108117-46108796",6.61416320887105e-09,1.09030430186393,0.138,0.068,0.001087070794194,"cDC1","chr20-46108117-46108796","CD40"
"chr1-206052847-206053452",1.05378726285645e-07,1.09027455437031,0.114,0.056,0.0173195205586772,"cDC1","chr1-206052847-206053452","C1orf186"
"chr11-18280364-18281064",2.79669856129568e-07,1.08755003725157,0.109,0.053,0.0459651392041752,"cDC1","chr11-18280364-18281064","HPS5"
"chr2-128472672-128473896",7.34136439451737e-10,1.08543611709753,0.156,0.078,0.00012065899450609,"cDC1","chr2-128472672-128473896","RNA5SP103"
"chr14-104694738-104695737",1.78543490491239e-07,1.08536259187569,0.116,0.059,0.0293445153796876,"cDC1","chr14-104694738-104695737","INF2"
"chr5-1139564-1140688",9.18677146180144e-09,1.08378091143749,0.143,0.074,0.00150989182360438,"cDC1","chr5-1139564-1140688","SLC12A7"
"chr18-76450612-76451445",1.69928335966877e-07,1.08260725514303,0.111,0.057,0.0279285716578361,"cDC1","chr18-76450612-76451445","ZNF516"
"chr1-58575775-58577521",8.90375959383788e-11,1.07943853806304,0.163,0.083,1.46337740804523e-05,"cDC1","chr1-58575775-58577521","TACSTD2"
"chr19-18699691-18701411",1.30910975203908e-11,1.07466715598244,0.169,0.088,2.15158733296383e-06,"cDC1","chr19-18699691-18701411","CRTC1"
"chr4-40461993-40462783",2.34117482796332e-07,1.07164985960723,0.107,0.054,0.0384783788849911,"cDC1","chr4-40461993-40462783","RBM47"
"chr11-35905121-35906010",3.01622179847096e-10,1.07130795721883,0.163,0.083,4.95731133687694e-05,"cDC1","chr11-35905121-35906010","LDLRAD3"
"chr3-14690388-14691925",2.83405145973666e-09,1.07124938165692,0.147,0.074,0.000465790527665018,"cDC1","chr3-14690388-14691925","C3orf20"
"chr2-135948394-135949248",1.07274119742022e-07,1.06959613341039,0.111,0.056,0.0176310379502001,"cDC1","chr2-135948394-135949248","DARS"
"chr1-173048066-173049463",5.48068501473325e-09,1.06906875041725,0.138,0.074,0.000900777985596483,"cDC1","chr1-173048066-173049463","RP1-15D23.2"
"chr11-114082805-114084011",3.36660827260093e-08,1.06683318004342,0.122,0.064,0.00553318902643326,"cDC1","chr11-114082805-114084011","ZBTB16"
"chr17-42704498-42705329",1.82444142575294e-07,1.0583571786665,0.116,0.061,0.0299856070529625,"cDC1","chr17-42704498-42705329","EZH1"
"chr12-9810572-9811332",1.66132856412211e-10,1.05714343621977,0.171,0.087,2.73047656156289e-05,"cDC1","chr12-9810572-9811332","KLRF1"
"chr2-8520657-8521296",5.0700796383844e-10,1.05705935600227,0.167,0.088,8.33292938966668e-05,"cDC1","chr2-8520657-8521296","AC011747.3"
"chr2-240435038-240436552",2.18180997531642e-09,1.05694266833388,0.143,0.076,0.000358591378493131,"cDC1","chr2-240435038-240436552","GPC1"
"chr6-12261059-12261939",9.40450971999662e-10,1.05104581759775,0.147,0.079,0.000154567819503004,"cDC1","chr6-12261059-12261939","EDN1"
"chr8-38998932-38999592",2.62592672031254e-09,1.04666308452009,0.147,0.078,0.000431584186116968,"cDC1","chr8-38998932-38999592","ADAM9"
"chr6-142819483-142820377",1.11080404871007e-08,1.04595546406729,0.129,0.073,0.00182566199425744,"cDC1","chr6-142819483-142820377","HIVEP2"
"chr15-85442890-85444119",9.2645527523995e-11,1.04253813474772,0.174,0.089,1.52267556762062e-05,"cDC1","chr15-85442890-85444119","AKAP13"
"chr20-23200171-23201218",3.74274213727569e-10,1.03534484983255,0.158,0.086,6.15138383971947e-05,"cDC1","chr20-23200171-23201218","RP4-737E23.2"
"chr11-115502833-115505084",9.59569191705595e-17,1.0320315110104,0.285,0.158,1.57709994502773e-11,"cDC1","chr11-115502833-115505084","CADM1"
"chr11-2380771-2381336",1.56614507086123e-09,1.0285843017767,0.156,0.087,0.000257403773121398,"cDC1","chr11-2380771-2381336","CD81"
"chr2-101089085-101090137",1.77418066106672e-08,1.02394105904416,0.14,0.077,0.00291595462549621,"cDC1","chr2-101089085-101090137","TBC1D8"
"chr9-87502275-87503070",5.99691603033562e-14,1.02237667167638,0.238,0.129,9.85623134165811e-09,"cDC1","chr9-87502275-87503070","DAPK1"
"chr12-123722860-123724275",2.65890374360636e-07,1.02230028649688,0.114,0.061,0.0437004124780423,"cDC1","chr12-123722860-123724275","ATP6V0A2"
"chr1-24391304-24392606",6.91289650796167e-11,1.01911505683853,0.185,0.1,1.13616910556604e-05,"cDC1","chr1-24391304-24392606","STPG1"
"chr13-43785658-43787518",4.86773414542652e-10,1.01645678125846,0.167,0.089,8.00036445471576e-05,"cDC1","chr13-43785658-43787518","ENOX1"
"chr1-24987933-24988622",6.60580149443829e-08,1.01619132117724,0.131,0.068,0.010856965046184,"cDC1","chr1-24987933-24988622","RP11-84D1.2"
"chr22-42894898-42895756",3.48699925793252e-11,1.01508479076465,0.183,0.1,5.73105763037499e-06,"cDC1","chr22-42894898-42895756","PACSIN2"
"chr10-91340896-91342011",4.97734937936931e-08,1.01458342659477,0.129,0.067,0.00818052257246243,"cDC1","chr10-91340896-91342011","PCGF5"
"chr2-60355589-60356646",6.83434344345687e-08,1.0138933073413,0.125,0.066,0.0112325851664935,"cDC1","chr2-60355589-60356646","MIR4432HG"
"chr1-150567345-150567879",1.93051834309424e-09,0.998590736566928,0.149,0.085,0.000317290342279254,"cDC1","chr1-150567345-150567879","ADAMTSL4-AS1"
"chr1-2049488-2050942",3.09797814629949e-12,0.998494085497611,0.209,0.117,5.09168198235053e-07,"cDC1","chr1-2049488-2050942","PRKCZ"
"chr3-188339213-188340172",1.21029294367128e-08,0.983872454505717,0.156,0.085,0.00198917696757092,"cDC1","chr3-188339213-188340172","LPP"
"chr1-221754105-221755098",1.0915335255023e-07,0.983117730234935,0.138,0.073,0.017939899258393,"cDC1","chr1-221754105-221755098","DUSP10"
"chr3-126465838-126466523",1.68993453141062e-07,0.982987447608241,0.136,0.075,0.0277749189909993,"cDC1","chr3-126465838-126466523","ZXDC"
"chr17-8898253-8899492",1.04082343087865e-09,0.974977708472438,0.18,0.097,0.000171064534982061,"cDC1","chr17-8898253-8899492","PIK3R5"
"chr4-9987791-9988871",2.98819912381607e-07,0.968164883434456,0.122,0.067,0.0491125466994791,"cDC1","chr4-9987791-9988871","SLC2A9"
"chr12-6946086-6946836",2.41306487175196e-12,0.963440533189897,0.232,0.13,3.96599276996794e-07,"cDC1","chr12-6946086-6946836","PTPN6"
"chr2-129202980-129203724",3.74369818432609e-08,0.962089457119863,0.147,0.083,0.00615295515084914,"cDC1","chr2-129202980-129203724","AC079586.1"
"chr12-51827560-51828706",1.52957119926747e-08,0.960849739611022,0.158,0.088,0.00251392674455605,"cDC1","chr12-51827560-51828706","RP11-923I11.4"
"chr15-51097032-51098313",2.76279757610194e-08,0.957228117272568,0.147,0.082,0.00454079595620235,"cDC1","chr15-51097032-51098313","RP11-108K3.1"
"chr8-42155540-42156290",1.13340748445693e-14,0.956574574567388,0.281,0.165,1.86281187107919e-09,"cDC1","chr8-42155540-42156290","AP3M2"
"chr6-28258696-28259470",2.49997020078451e-08,0.952431910298779,0.154,0.088,0.00410882602349938,"cDC1","chr6-28258696-28259470","NKAPL"
"chr6-28124155-28125724",6.13515150570175e-09,0.949616272703564,0.167,0.092,0.00100834282571961,"cDC1","chr6-28124155-28125724","ZSCAN16"
"chr22-42969723-42970359",2.10719898005572e-07,0.949128319665522,0.134,0.074,0.0346328688367058,"cDC1","chr22-42969723-42970359","PACSIN2"
"chr4-75030367-75031190",2.18448010529819e-08,0.946424669771752,0.154,0.09,0.00359030227706283,"cDC1","chr4-75030367-75031190","PARM1"
"chr21-38766826-38767808",8.01084305939872e-09,0.941283767695192,0.163,0.094,0.00131662211102748,"cDC1","chr21-38766826-38767808","LINC00114"
"chr13-27130664-27131651",1.30309070548159e-07,0.94048476620357,0.138,0.079,0.0214169472899427,"cDC1","chr13-27130664-27131651","USP12"
"chr16-86010738-86011978",1.75701005348421e-09,0.939369084429994,0.18,0.103,0.000288773387340397,"cDC1","chr16-86010738-86011978","RP11-542M13.2"
"chr6-33056779-33058179",1.09575112141299e-07,0.938659830686355,0.14,0.078,0.0180092175559833,"cDC1","chr6-33056779-33058179","HLA-DPA1"
"chr6-131807317-131808495",1.40816642196819e-07,0.937750271440186,0.14,0.082,0.0231439192282583,"cDC1","chr6-131807317-131808495","ENPP1"
"chr7-5699977-5700651",1.28618502955762e-07,0.937103548136654,0.138,0.078,0.0211390940532943,"cDC1","chr7-5699977-5700651","RNF216"
"chr16-58264825-58266202",8.9590240186428e-09,0.931001716484099,0.167,0.092,0.00147246039258404,"cDC1","chr16-58264825-58266202","CCDC113"
"chr10-98132833-98133697",1.80658367101924e-08,0.913681089194477,0.16,0.09,0.00296921059250367,"cDC1","chr10-98132833-98133697","R3HCC1L"
"chr11-110348821-110350126",6.67548005817805e-08,0.907481240160191,0.176,0.097,0.0109714852496185,"cDC1","chr11-110348821-110350126","RP11-347E10.1"
"chr8-10710610-10711555",4.66523670036468e-08,0.889145585404617,0.16,0.095,0.00766754977888436,"cDC1","chr8-10710610-10711555","RP1L1"
"chr7-100545346-100546093",7.22009991595409e-08,0.885692081633379,0.158,0.09,0.0118665952168663,"cDC1","chr7-100545346-100546093","AGFG2"
"chr2-68388537-68389072",2.80096321031192e-07,0.881497444926853,0.149,0.086,0.0460352308430815,"cDC1","chr2-68388537-68389072","PLEK"
"chr3-24493864-24495927",1.1178314114463e-12,0.876296679644865,0.263,0.158,1.83721181628257e-07,"cDC1","chr3-24493864-24495927","THRB"
"chr20-48783712-48784334",4.96809098583742e-09,0.874632126309558,0.192,0.117,0.000816530593977309,"cDC1","chr20-48783712-48784334","PREX1"
"chr20-41339605-41340954",2.9422202272067e-07,0.867905630362451,0.149,0.086,0.0483568605442557,"cDC1","chr20-41339605-41340954","LPIN3"
"chr2-241358401-241358827",1.77801290624728e-07,0.866206937852517,0.154,0.092,0.0292225311206271,"cDC1","chr2-241358401-241358827","FARP2"
"chr10-89887476-89889011",2.44470297899111e-08,0.843797707935497,0.178,0.111,0.00401799158112083,"cDC1","chr10-89887476-89889011","LINC01374"
"chr3-98556131-98556858",2.12825043880119e-07,0.832507597709969,0.149,0.089,0.0349788600869169,"cDC1","chr3-98556131-98556858","CPOX"
"chr7-117011419-117012333",2.85022707689144e-07,0.826621934579562,0.156,0.098,0.0468449071222492,"cDC1","chr7-117011419-117012333","ST7"
"chr8-143683367-143685140",1.06108766159659e-09,0.817321819101611,0.216,0.135,0.000174395062621707,"cDC1","chr8-143683367-143685140","ZNF707"
"chr6-31574749-31575938",8.0259454146411e-10,0.815699921200294,0.241,0.148,0.000131910425862334,"cDC1","chr6-31574749-31575938","TNF"
"chr13-33797278-33798375",2.52373720461159e-07,0.815201005562982,0.156,0.095,0.0414788828263938,"cDC1","chr13-33797278-33798375","RFC3"
"chr5-14350208-14352366",2.89314878923845e-08,0.811146639959986,0.194,0.119,0.00475503469255285,"cDC1","chr5-14350208-14352366","TRIO"
